Text,Class 
"Высшее образование по специальности «инженер-<highlighttext>строитель</highlighttext>», «инженер-энергетик» и иным техническим специальностям. Опыт работы по специальности не менее 3-х...",requirements
"Получение и согласование ИРД на всех этапах <highlighttext>строительства</highlighttext>. Получение ГПЗУ, АГР, историко-культурная экспертиза, получение положительного заключения экспертизы проекта. ",responsibilities
"Чтобы мог объемы считать, автокад.",requirements
"Обязанности: Мы занимаемся на строительных площадки отделкой( стяжкой, кладкой газоблока, кирпича, штукатуркой, шпаклевкой краской и плиткой. Что прораб следил за...",responsibilities
Высшее образование: инженер-<highlighttext>строитель</highlighttext> (ПГС). Опыт участия в <highlighttext>строительстве</highlighttext> крупных объектов в комплексной отделке жилых и коммерческих зданий. ,requirements
"Технический надзор за выполнением строительно-монтажных работ и приемку законченных объектов от подрядных организаций. Контроль выполнения <highlighttext>строительства</highlighttext>, качество выполненных работ...",responsibilities
Опыт работы в <highlighttext>строительстве</highlighttext> крупных промышленных объектов (<highlighttext>строительство</highlighttext> объектов энергетики будет преимуществом). -Знание технологии при организации <highlighttext>строительства</highlighttext> промышленных и гражданских...,requirements
"Входной контроль проектной документации. - Подготовка распределительной ведомости <highlighttext>строитель</highlighttext>-монтажных, электромонтажных и пуско-наладочных работ. - Работа по ведения договоров с контрагентами. - ",responsibilities
"Высшее профессиональное образование (квалификация «инженер- <highlighttext>строитель</highlighttext>», «горный инженер») или высшее техническое образование при профессиональной переподготовке по направлению «<highlighttext>Строительство</highlighttext>» или «Инженерное». ",requirements
"Проверка соответствия РД ПД в части СМР по объёмам и технологиям. Осуществление операционного контроля СМР. Ежедневная фиксация объёмов работ, фронта...",responsibilities
Опыт работы по комплектованию стройки вахтовым персоналом - от года.,requirements
Поиск и подбор рабочих на вахту на строительные площадки (в том числе зарубежные). Организация процесса проверки кандидатов на наличие необходимых...,responsibilities
"Среднее специальное или высшее образование (строительное направление). Знание СНиП, ГОСТов, СП. Знание материалов и технологий работ. Опыт в сфере строительно...",requirements
"...подчиненных <highlighttext>строителей</highlighttext>, субподрядчиков. Контроль выполнения графика и соблюдения технологии и качества работ. Планирование и организация материально-технического обеспечения <highlighttext>строительства</highlighttext>. ",responsibilities
"Высшее техническое образование (преимущественно строительное, измерительные системы). Владение ПК, MS Office и офисной техникой на уровне продвинутого пользователя. ",requirements
Продвижение нового направления компании - системы мониторинга строительных конструкций и сооружений. Развитие взаимоотношений с ключевыми заказчиками и партнерами. Изучение и анализ...,responsibilities
"Образование Высшее техническое (инженер-<highlighttext>строитель</highlighttext>, инженер-технолог). - Желательно наличие квалификационных удостоверений. - Опыт работы не менее 5 лет лет в указанной...",requirements
"...входному контролю материалов (цемент, песок, щебень, грунт, арматура) на объектах <highlighttext>строительства</highlighttext> в соответствии с требованиями действующих государственных стандартов. - ",responsibilities
...позиции Инженер-<highlighttext>строитель</highlighttext>/Инженер технического надзора/Прораб. Опыт руководства коллективом при проведении работ. Опыт производства работ при <highlighttext>строительстве</highlighttext> или их...,requirements
"Организация работ на площадке и технологический контроль: Организация, обеспечение охраны труда, пожарной безопасности, электробезопасности на площадке <highlighttext>строительства</highlighttext> (в т.ч. ",responsibilities
"Неполное высшее/ Средне-специальное образование (строительное). От года лет опыт работы в <highlighttext>строительстве</highlighttext>. ПК-пользователь. Инициативность, ответственность, исполнительность, стрессоустойчивость.",requirements
"Организация и контроль производства строительных ра­бот в соответствии с заданием, проектной документацией, <highlighttext>строитель</highlighttext>­ными нормами и правилами. ",responsibilities
"Опыт работы в <highlighttext>строительстве</highlighttext> загородной недвижимости. Высшее образование. Опыт в продажах от 3-х лет. Стремление к развитию, самообучаемость. ",requirements
"Организованные бизнес-процессы (сметы - на сметчиках, проекты - на архитекторах, контроль <highlighttext>строительства</highlighttext> - на <highlighttext>строителях</highlighttext>, назначение встреч - на младших, закрытия сделок и...",responsibilities
"Образование - высшее техническое (инженер-<highlighttext>строитель</highlighttext>, ПГС). - Релевантный опыт работы: Руководитель по <highlighttext>строительству</highlighttext>/ Начальник участка/ Инженер строительного контроля/ Инженер тхнического надзора...",requirements
"Контроль качества и объемов общестроительных и отделочных работ, проверка и. Освидетельствование скрытых работ, контроль соответствия выполненных работ требованиям. ",responsibilities
"...<highlighttext>строитель</highlighttext>), приветствуется дополнительное экономическое образование. Опыт работы: 3 года (Наличие опыта работы по специальности инженер по проектированию и/или <highlighttext>строительству</highlighttext>...",requirements
"Контроль и анализ выполнения графиков выдачи исходных данных, разработки и выдачи КМ IFR/IFC. Контроль выпуска КМ, ревизий КМ, скачивание...",responsibilities
Опыт работы в проектных продажах строительных материалов от 2-х лет обязателен. Знание рынка строительных материалов. Опыт работы с крупными...,requirements
"Активная работа с архитекторами, девелоперами и <highlighttext>строителями</highlighttext>. Формирование и доставка образцов на строительные объекты после первичной встречи; <highlighttext>строительство</highlighttext> ""демо-кладок...",responsibilities
Имеешь опыт работы прорабом от 3 лет в сфере загородного <highlighttext>строительства</highlighttext>. Умеешь читать чертежи. Разбираешься в технологиях и последовательности; выполнения...,requirements
Организовывать работы на объекте; (Регулярно контролировать качества и сроков выполнения работ; Распределять задач между <highlighttext>строителями</highlighttext>; Принимать результата работы). ,responsibilities
"Высшее строительное образование: гражданское и промышленное <highlighttext>строительство</highlighttext>, инженер-<highlighttext>строитель</highlighttext>. Опыт работы от 5 лет: Монтаж технологического оборудования, монолитное <highlighttext>строительство</highlighttext> и...",requirements
"Выдача Рабочей документации в производство работ. Входной контроль ИД от Подрядчика, вынесение замечаний, контроль их исполнения. Документальное оформление выполненных строительно...",responsibilities
"Опыт работы от 3-х лет на объектах <highlighttext>строительства</highlighttext>, в проектировании, или в инжиниринговых организациях. Знание технологии строительного производства, этапов...",requirements
"Согласование со смежными структурами (проектная группа, заказчик, эксплуатация, <highlighttext>строители</highlighttext>) технических особенностей, закупаемого или погружаемого в проект, оборудования и материалов. ",responsibilities
"Высшее техническое образование (Инженер-<highlighttext>строитель</highlighttext> или ПГС). Опыт работы в области проектирования объектов в рамках <highlighttext>строительства</highlighttext>, реконструкции, капитального и текущего...",requirements
"Функции Заказчика при проектировании зданий и сооружений. Выполнение отдельных разделов проекта самостоятельно. Авторский надзор. Навыки работы с чужими проектами, внесение...",responsibilities
"Высшее образование (профильное). Знание технологии проектирования и <highlighttext>строительства</highlighttext> инженерных систем, в том числе чтение геоподосновы, проектной документации. Знание нормативных документов...",requirements
Ведение деловой переписки по текущим и перспективным вопросам с МФР/РСО/контрагентами/проектировщиками/<highlighttext>строителями</highlighttext>. Участие в рабочих совещаниях в МФР...,responsibilities
"Высшее образование: инженер-<highlighttext>строитель</highlighttext> (ПГС). Знание технологии и организации строительного производства. Знание Word, Exсel - уверенный пользователь. Умение организовывать трудовой процесс...",requirements
"Организация выполнения полного комплекса работ (в т.ч. - работы подготовительного характера, монолитные работы, устройство коммуникаций, благоустройство и др.). ",responsibilities
Высшее образование. Опыт работы от 7 лет. Опыт прохождения Государственной экспертизы. Опыт работы с проектными группами и строительными подрядчиками. ,requirements
"Организация работ по разработке/корректировке рабочей документации по объектам жилищного <highlighttext>строительства</highlighttext>, медицинского и социального назначения. Осуществление взаимодействия со строительными подрядчиками...",responsibilities
"Знание нормативно-технической документации в сфере <highlighttext>строительства</highlighttext> и обследования зданий и сооружений (ГОСТ 31937-2011, СП 13-102-2003, градостроительный...",requirements
"Выполнение подготовительных работ - ознакомление с объектом обследования, анализ проектной и другой имеющейся документации. Выезд на объект. Техническое обследование зданий и...",responsibilities
"Опыт электромонтажных и слаботочных работ. Высшее/среднее техническое (электротехническое) образование. Ответственность, внимательность, умение работать с людьми, организаторские способности. ",requirements
"Производство и контроль работ на объекте (монтаж слаботочных и силовых систем ЭОМ, АПС‚ СКС , СОВ, РТ, СКПТ, СОТС, СОУЭ‚ АСКУЭ...",responsibilities
Желательно: Опыт на аналогичной должности не менее 5 лет. Высшее образование ПГС. Навыки ведения переговоров. Знание нормативно-правовой базы. ,requirements
"Участие в проведении авторского надзора за его <highlighttext>строительством</highlighttext>. Подготовка данных для заключения договоров с заказчиками, в т.ч. их обоснование. ",responsibilities
"...деятельности в области <highlighttext>строительства</highlighttext>, не менее трех лет в организациях, осуществляющих <highlighttext>строительство</highlighttext>, реконструкцию, капитальный ремонт объектов <highlighttext>строительства</highlighttext> на инженерных должностях. ",requirements
Подготовка строительного/кап.ремонта производства на этапе <highlighttext>строительства</highlighttext>/кап.ремонта. Материально-техническое обеспечение строительного/кап.ремонта производства на участке <highlighttext>строительства</highlighttext>. Знание основной номенклатуры...,responsibilities
"Умение работы с использованием средств автоматизации проектирования (AutoCad, Visio, Office Windows). Желательно: - имеющие базовые знания в области построения сетей связи...",requirements
"Проведением изысканий и разработки проектной и исполнительной документации по <highlighttext>строительству</highlighttext> ВОЛС по телефонной канализации МГТС, Ростелеком, КП МПТЦ и других...",responsibilities
"Высшее профессиональное образование (предпочтительно инженер-<highlighttext>строитель</highlighttext> (ПГС, ГСХ), <highlighttext>строительство</highlighttext>, архитектурно-строительное проектирование). Курсы повышения квалификации приветствуются. Аналогичный опыт работы в...",requirements
"Проверка проектной документации на предмет соответствия техническому заданию, требованиям ГОСТ, нормативных документов и внутренних регламентов. Проверка графических и текстовых документов...",responsibilities
"Профильное образование. Опыт работы в эксплуатации с аналогичными обязанностями от 2-х лет. Умение работать с чертежами, схемами, опытный пользователь...",requirements
Осуществление контроля за техническим состоянием здания путем проведения систематических плановых осмотров. Организовывать и проводить ремонтные работы на объекте. ,responsibilities
Знание особенностей применения различных материалов при производстве работ. Соблюдение сроков <highlighttext>строительства</highlighttext> без потери качества. Хорошее владение пакетом MS Office (Access...,requirements
"Получение технической документации на ремонт объектов, составление заявки на транспорт, конструкции, инвентарь и обеспечение их эффективного использования; Ведение учета выполненных...",responsibilities
"Опыт работы не менее 1 года проджект-менеджером, проектным менеджером, координатором или руководителем проектов на производстве. Умение читать чертежи (обязательно). ",requirements
Формирование технических заданий на изготовление квестов или декораций для музеев для структурных подразделений производства (по предметно). Координация проектов и контроль...,responsibilities
Стаж от 5 лет ( по специальности). Опыт <highlighttext>строительства</highlighttext> в общестроительном направлении от 5-6 лет. Опыт <highlighttext>строительства</highlighttext> на отдаленных северных...,requirements
...участке <highlighttext>строительства</highlighttext>. Ведение текущей и исполнительной документации по производственной деятельности участка <highlighttext>строительства</highlighttext>. Внедрение системы менеджмента качества на участке <highlighttext>строительства</highlighttext>. ,responsibilities
"Опыт работы на строительном объекте (заместитель руководителя проекта, инженер ПТО инженер-<highlighttext>строитель</highlighttext>), понимание всех этапов производства строительных работ. ",requirements
"Помощь в решении всего спектра вопросов организации текущего взаимодействия участников реализации проекта <highlighttext>строительства</highlighttext>. Участие в реализации проекта <highlighttext>строительства</highlighttext>, включая авансовые...",responsibilities
"Опыт в строительной сфере или в сфере недвижимости не менее 3 лет. Умение анализировать и оценивать ситуацию, восприимчивость к критике...",requirements
"Разработка сметы. Осуществление взаимодействия с клиентами, <highlighttext>строителями</highlighttext>, поставщиками, проектировщиками. Встреча с заказчиками в офисе или на объекте. Ведение клиентской базы. ",responsibilities
Опыт работы в должности инженера технического надзора. -Образование: высшее инженер-<highlighttext>строитель</highlighttext>.,requirements
Осуществление функций контрольно-ревизионного и строительного контроля за строительно-монтажными и ремонтными работами. - контроль выполнения условий договора. - инспектирование качества строительно...,responsibilities
"1. Высшее образование (профильное в сфере <highlighttext>строительства</highlighttext>), квалификация: инженер -<highlighttext>строитель</highlighttext>, экономист, инженер-сметчик. 3. Навык составления и проверки актов КС...",requirements
"1. Проверка, корректировка и согласование расшифровок цены договора. 2. Проверка, корректировка и согласование корректировочных актов выполненных работ. 3. ",responsibilities
"Законченное высшее образование (<highlighttext>строительство</highlighttext>, машиностроение, экономическое, юридическое- приоритет). Опыт работы от 2 лет специалистом по ведению / сопровождению проектов. ",requirements
"Подготовка конкурсной документации. Сопровождение договоров поставки. Разработка и внедрение плана реализации проекта. Администрирование сроков, стоимости, ресурсов, обеспечения качества и рисков...",responsibilities
"Наличие реализованных проектов (объекты в стадии <highlighttext>строительства</highlighttext>, сданные в эксплуатацию). Опыт работы в проектах с участием государственного бюджета. ",requirements
"Ведение отчетной документации. Осуществление анализа и обобщения опыта проектирования, <highlighttext>строительства</highlighttext> и эксплуатации построенных объектов, внесение предложений по повышению технического и...",responsibilities
"Высшее профессиональное строительное образование - Инженер -<highlighttext>строитель</highlighttext> (ПГС, ТГВ). Опыт работы инженером ПТО, инженером - <highlighttext>строителем</highlighttext>. Предпочтение будет отдано соискателям из компаний...",requirements
"Строительный надзор за выполнением работ по <highlighttext>строительству</highlighttext>, реконструкции, капитальному ремонту зданий, сооружений, помещений. Проверка соответствия объёмов строительно- монтажных работ рабочей...",responsibilities
"Высшее строительное образование (инженер-<highlighttext>строитель</highlighttext>). Опыт работы от 3-х лет на монолитном <highlighttext>строительстве</highlighttext> офисных центров (инженер ПТО, начальник ПТО...",requirements
Подготовка и оформление исполнительной документации. Подсчет объемов работ. Введение накопительных ведомостей по объемам работ. Проверка и пересчет проектной документации. ,responsibilities
"Опыт продуктового дизайна от 3 лет. Ты уверенно работаешь с Figma — используешь компоненты и стили из дизайн-системы, следишь за...",requirements
Работать в продуктовой команде и выстраивать общение с коллегами. Участвовать вместе с командой в формировании требований и гипотез. ,responsibilities
Наличие профильного высшего образования. -Опыт самостоятельной разработки проектной и рабочей документации от 3-х лет. -Уверенный пользователь Revit.,requirements
"Разработка разделов проектной документации (стадии П и Р) по системам внутреннего электроснабжения (освещение, силовые сети, молниезащита и заземление) жилых, административных...",responsibilities
Высшее техническое образование (технические ВУЗы). Опыт работы в <highlighttext>строительстве</highlighttext> на инженерно-технических должностях от 3-х лет. Опыт работы в...,requirements
Организация и размещение временных зданий бытового городка <highlighttext>строителей</highlighttext>. Организация противопожарного режима на объекте. Обеспечение объекта первичными средствами пожаротушения. ,responsibilities
"Высшее образование – инженер-<highlighttext>строитель</highlighttext>. Опыт работы от 1-го года в должности инженера-конструктора. Знание СНиП, СП, ГОСТ. ",requirements
Подготовка и выдача заданий смежным отделам. Выезды на объекты <highlighttext>строительства</highlighttext> в составе авторской группы для снятия замечаний и контроля выполнения...,responsibilities
"Опыт работы в должности прораба или других руководящих должностях в сфере <highlighttext>строительства</highlighttext> металлоконструкций. Знание технологий и методов монтажа металлоконструкций, а...",requirements
"Расстановка приоритетов, планирование и координация работы бригады <highlighttext>строителей</highlighttext>, включая графики, ресурсы и сроки выполнения задач. Обеспечение соблюдения технологических норм и...",responsibilities
"Образование – Высшее (специалист, инженер-<highlighttext>строитель</highlighttext>). Опыт работы в <highlighttext>строительстве</highlighttext> от 5 лет. Опыт работы инженером-конструктором в проектировании жилых зданий...",requirements
Участие в разработке конструктивных решений и документации на стадии ПД/РД в области проектирования конструкций из монолитного и сборного железобетона. ,responsibilities
"Ответственное и пунктуальное исполнение договорных обязательств. Инженер по любой градостроительной специализации с действующими аттестациями и допусками, возраст и пол значения...",requirements
Представление в саморегулируемые объединения отчета на постоянный период. Обязателен стаж в градостроительной сфере (<highlighttext>строительство</highlighttext> или проектирование) более 10 лет по...,responsibilities
"Высшее образование строительное (ПГС будет является преимуществом). Опыт работы инженера — <highlighttext>строителя</highlighttext> (ПТО). Знание нормативной документации, умение работать с проектной документацией...",requirements
Подготовка необходимых данных для составления отчетности о выполнении планов <highlighttext>строительства</highlighttext>. Подготовка отчетов по осуществлению строительного контроля за выполнением строительных работ. ,responsibilities
"Опыт работы от 3-х лет. Владение технологией <highlighttext>строительства</highlighttext> из ГБ YTONG, тёплой керамики. Наличие ИП или ООО. ",requirements
Контроль качества и сроков выполнения работ. Подбор строительных бригад. Руководство <highlighttext>строителями</highlighttext>. Технический надзор. Расчет и заказ материалов. Общение с заказчиками. ,responsibilities
"Высшее профессиональное образование по направлению ""<highlighttext>Строительство</highlighttext>"" или высшее профессиональное техническое образование и профессиональную переподготовку по направлению ""<highlighttext>Строительство</highlighttext>"". Опыт работы в...",requirements
"Расчет объёмов работ по рабочей документации, Проверка коммерческих предложений от подрядных организаций. Проверка расчетов на дополнительные работы и затраты. ",responsibilities
Опыт работы в 1С - является преимуществом. Умение работать с технической документацией по <highlighttext>строительству</highlighttext> - является преимуществом. Обучаемость (интерес и успехи...,requirements
"4. Работа по холодному поиску клиентов. 5. Работа с посредниками - <highlighttext>строители</highlighttext>, дизайнеры. 6. Ведение текущего делопроизводства: оформление договоров. спецификаций. ",responsibilities
Своя служба доставки.(погрузку\разгрузку занимаются грузчики).,responsibilities
Образование высшее/Среднее профессиональное (<highlighttext>строитель</highlighttext>). Опыт работы на жилых объектах премиум-сегмента обязателен. Опыт работы с деревянными домами - желательно. ,requirements
Расстановка рабочих по видам работ на объекте. Контроль качества и сроков выполнения работ. Технический контроль по произведенным работам. ,responsibilities
"Приветствуется опыт в сфере капитального <highlighttext>строительства</highlighttext>, автоматизации отчетности МСФО. Внедрение планируется на платформе 1С – необходимы знания функционала и опыт...",requirements
"Участие в проекте внедрения бухгалтерского, налогового и финансового учета на платформе 1С в роли аналитика-консультанта 1С: Обследование...",responsibilities
...<highlighttext>строительства</highlighttext> и ремонта КВ (Будет большим преимуществом). Наличие собственного автомобиля (Обязательно). Опыт работы от 5 лет в роли Монтажника-<highlighttext>строителя</highlighttext>...,requirements
Организация и контроль работ бригад на объектах. Организация доставки материала и инструментов на объект. Введение от 5 объектов одновременно и...,responsibilities
"Надежность, высокие моральные качества, нацеленность на результат.",requirements
"Согласование технических заданий, проектных решений и строительно-монтажных работ с собственником здания. Подготовка ТЗ на <highlighttext>строительство</highlighttext>, ремонт и реконструкцию помещений. ",responsibilities
"Опыт работы на аналогичной должности, в сфере <highlighttext>строительства</highlighttext> нефте-газоперерабатывающего, горно-металлургического и энергетического производств, не менее 3-х лет. ",requirements
"Координация деятельности исполнителей работ на площадке <highlighttext>строительства</highlighttext>, осуществление надзора за соблюдением исполнителями требований рабочей документации, технических регламентов (норм, правил) и...",responsibilities
"...мотивированных <highlighttext>строителей</highlighttext> с образованием. Опыт работы не обязателен, но, конечно, будет вашим преимуществом!!!  Высшее техническое образование (промышленное и гражданское <highlighttext>строительство</highlighttext>).  ",requirements
"Составление заявок на строительные материалы, организация их приемки.  Участие в сдаче Заказчику законченных <highlighttext>строительством</highlighttext> объектов, отдельных этапов и. ",responsibilities
"Неполное высшее/ Средне-специальное образование (строительное). От года лет опыт работы в <highlighttext>строительстве</highlighttext>. ПК-пользователь. Инициативность, ответственность, исполнительность, стрессоустойчивость.",requirements
"Организация и контроль производства строительных ра­бот в соответствии с заданием, проектной документацией, <highlighttext>строитель</highlighttext>­ными нормами и правилами. ",responsibilities
"Знание нормативно-технической документации РФ в области <highlighttext>строительства</highlighttext>. Знание приемов и методов контроля качества выполняемых работ. Хорошее знание ПК, пакет...",requirements
"...на безопасность объекта нового <highlighttext>строительства</highlighttext>. - Приемка скрытых работ и подписание АОСР и АООК. - Проверка соответствия законченного <highlighttext>строительством</highlighttext> объекта, требованиям проектной...",responsibilities
Высшее техническое строительное образование. Не менее 3-х лет в должности начальника строительного участка.,requirements
Курирование <highlighttext>строительства</highlighttext> коттеджного поселка. Строительный контроль. Контроль проектной документации. Контроль подрядных организаций.,responsibilities
"Знание систем ОВ, ВК. Знание СНиП и ГОСТ по проектированию, <highlighttext>строительству</highlighttext> и надзору. Знание форм и навыков заполнения исполнительной документации...",requirements
Подготовка материалов для получения ТУ. Инициирование заключения Договоров и ДС необходимых для развития объектов в пределах компетенции (согласно графику проекта...,responsibilities
"Опыт участия на разных стадиях проекта (pre-FEED, FEED, разработка РД, авторский надзор за <highlighttext>строительством</highlighttext>). Опыт заключения и ведения договоров...",requirements
"Координация выполнения проектных работ по объектам Ямал СПГ. Проекты включают как капитальное <highlighttext>строительство</highlighttext>, находящееся на разных стадиях реализации (ОТР, ПД...",responsibilities
1. Иметь опыт участия либо создания бизнес сообществ - ЭТО ОБЯЗАТЕЛЬНО! 4. Обеспечить системную реализацию пакетов членства клуба. Мы ценим управленческие...,requirements
2. Организовать работу и эффективное взаимодействие внутри клуба онлайн и офлайн. 3. Организовать проведение клубных мероприятий на регулярной основе.,responsibilities
"Высшее образование (инженер-<highlighttext>строитель</highlighttext>, экономика <highlighttext>строительства</highlighttext>, ПГС и пр.), дополнительное образование по специальности ""Ценообразование и сметное дело в <highlighttext>строительстве</highlighttext>"" - приветствуется. ",requirements
"1. Формирование протоколов договорных цен (начальных и твердых). 2. Проверка, корректировка, согласование текущих актов выполненных работ на ПИР. 3. ",responsibilities
"Знание нормативной базы в <highlighttext>строительстве</highlighttext>, понимание современных методов проектирования и <highlighttext>строительства</highlighttext>. Уверенный пользователь офисных программ и программного обеспечения автоматизированного проектирования...",requirements
